0.031504779,0.54540923,0.429038647,0.496798418
0.031470601,0.545285287,0.414764613,0.496798418
0.031470601,0.545037403,0.407627596,0.500091449
0.031436423,0.544665576,0.400490579,0.496798418
0.031436423,0.544169806,0.393353562,0.500091449
0.031402245,0.543550094,0.386216545,0.496798418
0.031402245,0.54280644,0.379088224,0.499516824
0.031374031,0.541938994,0.371985978,0.495075242
0.031391916,0.54094821,0.364927155,0.496647195
0.031393485,0.539834841,0.357929052,0.49764872
0.03138466,0.538599943,0.35100889,0.491496545
0.031439688,0.537244868,0.344183795,0.491366277
0.031496067,0.535771267,0.337470778,0.490676027
0.03155961,0.534181088,0.330886713,0.489430646
0.031636079,0.532476568,0.324448317,0.487635664
0.031731178,0.530660239,0.31817213,0.485297281
0.031850546,0.528734916,0.312074493,0.482422356
0.031999753,0.526703701,0.306171531,0.479018405
0.032184288,0.524569975,0.300479131,0.475093587
0.032409559,0.522337393,0.295012924,0.470656696
0.03268088,0.520009885,0.289788265,0.46571715
0.033003467,0.517591645,0.284820215,0.460284978
0.033382434,0.515087128,0.280123522,0.454370811
0.033822783,0.512501049,0.275426828,0.448456645
0.034324514,0.509833406,0.270730135,0.442542478
0.034887627,0.507084199,0.266033441,0.436628311
0.035512123,0.504253429,0.261336748,0.430714144
0.036198,0.501341096,0.256640055,0.424799977
0.03694526,0.498347199,0.251943361,0.418885811
0.037753901,0.495271739,0.247246668,0.412971644
0.038623925,0.492114716,0.242549974,0.407057477
0.039555332,0.488876129,0.237853281,0.40114331
0.04054812,0.485555979,0.233156587,0.395229144
0.04160229,0.482154265,0.228459894,0.389314977
0.042717843,0.478670988,0.235596911,0.392608008
0.043799217,0.475311653,0.242733928,0.395901039
0.044846414,0.472076261,0.249870945,0.39919407
0.045859433,0.468964811,0.257007962,0.402487101
0.046838274,0.465977303,0.264144978,0.405780132
0.047782938,0.463113738,0.271281995,0.409073163
0.048693423,0.460374116,0.278419012,0.412366194
0.049569731,0.457758435,0.285556029,0.415659225
0.050411861,0.455266697,0.292693046,0.418952256
0.051219813,0.452898901,0.299830063,0.422245287
0.051993588,0.450655048,0.30696708,0.425538318
0.052733184,0.448535137,0.302270386,0.419624151
0.053534163,0.446333663,0.297573693,0.413709984
0.054396524,0.444050625,0.292877,0.407795817
0.055320267,0.441686024,0.288180306,0.40188165
0.056305392,0.43923986,0.283483613,0.395967484
0.057351899,0.436712132,0.279072694,0.389582539
0.058464675,0.434107803,0.274961618,0.382738609
0.059648482,0.431432081,0.271164091,0.375448042
0.060907957,0.428690411,0.267693434,0.367723734
0.062247601,0.425888469,0.26456257,0.359579108
0.063671777,0.423032155,0.26178401,0.351028097
0.065184703,0.420127589,0.259369834,0.342085134
0.066790446,0.417181098,0.257331678,0.332765124
0.06849292,0.414199213,0.255680723,0.323083436
0.070295878,0.411188656,0.254427673,0.313055877
0.072202911,0.408156339,0.253174623,0.303028318
0.074214018,0.405102261,0.251921574,0.293000759
0.0763292,0.402026423,0.250668524,0.2829732
0.078548456,0.398928824,0.249415474,0.27294564
0.080871786,0.395809464,0.256552491,0.276238671
0.083160938,0.392814047,0.263689508,0.279531702
0.085415913,0.389942572,0.270826525,0.282824733
0.087636709,0.387195039,0.277963542,0.286117764
0.089823328,0.384571449,0.285100559,0.289410795
0.091975769,0.382071801,0.283847509,0.279383236
0.094232285,0.379550393,0.28259446,0.269355677
0.096592875,0.377007224,0.289731477,0.272648708
